audio_id,start_sec,end_sec,duration_sec,speaker,text,n_chars,n_words,merged_segments
hte4s2x7vqg,878.18,880.18,2.0,SPEAKER_00,unos primeros post de la Zon con Sorin.,39,8,1.0
hte4s2x7vqg,880.18,900.18,20.0,SPEAKER_02,"Estabamos votando el once de la jornada. Mandó un abrazo a Juanpi, por cierto, un cracazo. Y dije bueno, porque la gente votaba un once y nosotros dábamos otro. Y era una posición que había votado por mucho maíz tocule y ese jugador, aunque había estado mejor otro de un equipo inferior, digo bueno, la democracia está sobre la dada. Y dice Juanpi. No, no, no.",360,66,10.0
hte4s2x7vqg,900.18,906.18,6.0,SPEAKER_03,"Fue muy bueno eso, fue muy bueno. Porque claro, Sorin no conocía nada, Miguel. Claro, claro.",92,16,3.0
hte4s2x7vqg,906.18,910.18,4.0,SPEAKER_02,"Y dijo... Y Sorin estaba como, pero tengo aquí un dictador. Y dijo, el peinado,",79,15,2.0
hte4s2x7vqg,910.18,918.18,8.0,SPEAKER_01,la pose autoritaria y este mensaje no. La duda es ¿qué opinaría Juanpi Sorin del power ranking?,95,17,4.0
hte4s2x7vqg,918.18,928.18,10.0,SPEAKER_02,"Pues... Bueno, caga el suyo. Claro, claro. Caga el suyo. Y no comparte ellas nada. Los Soriners. No pasa nada, pues. Bueno, ¿pero tú estás de acuerdo con poner España en la primera?",181,33,5.0
hte4s2x7vqg,928.18,932.18,4.0,SPEAKER_01,Pero qué decir. Que es que Argentina ha jugado a dos amistosos.,63,12,2.0
hte4s2x7vqg,932.18,934.18,2.0,SPEAKER_03,"Bueno, pero... Y los ha ganado los dos.",39,8,1.0
hte4s2x7vqg,934.18,936.18,2.0,SPEAKER_01,"Sincero, Puerto Rico. No como Colombia.",39,6,1.0
hte4s2x7vqg,936.18,940.18,4.0,SPEAKER_03,Pero... Claro. Es que qué decir. ¿Quién es,42,8,2.0
hte4s2x7vqg,940.18,942.18,2.0,SPEAKER_02,tu máxima favorita para el mundial? Una. Una selección.,55,9,1.0
hte4s2x7vqg,942.18,944.18,2.0,SPEAKER_01,Una. Una. Juan.,15,3,1.0
hte4s2x7vqg,944.18,948.18,4.0,SPEAKER_03,España. Ya está. Pero... Quiero decir.,38,6,2.0
hte4s2x7vqg,948.18,952.18,4.0,SPEAKER_01,"Lo era también hace un mes. A verlo, no.",40,9,2.0
hte4s2x7vqg,952.18,954.18,2.0,SPEAKER_02,Si hubieséis hablado en WhatsApp lo hubiésemos puesto.,54,8,1.0
hte4s2x7vqg,954.18,962.18,8.0,SPEAKER_01,"Claro. No, no. A ver. ¿Qué decías? No, no. Es que tiene... Para que pase la democracia hay que votar. No, no.",109,22,4.0
hte4s2x7vqg,962.18,964.18,2.0,SPEAKER_02,No vale con meter un chorizo en la,34,8,1.0
hte4s2x7vqg,964.18,976.18,12.0,SPEAKER_01,"nada. Eso es una mentira que os han colado. No, no. La democracia está sobrevalorada. Si no vas a votar te puedes quejar también. Que es una bacalada, hombre. Que tú votas y no sirve para nada, hombre.",201,38,6.0
hte4s2x7vqg,976.18,1002.18,26.0,SPEAKER_02,"Bueno, que... España. Que me hayan puesto ahora la pizarra. Piensa que es el programa de Federico, ¿eh? Bueno. España máxima favorita por delante de Argentina, de Inglaterra, Francia y Portugal. En sexta posición yo creo que ahí hay un escaloncito. Está Países Bajos. Luego Brasil en octava posición Alemania. Marruecos en novena. Y entra por primera vez. Ya veremos si por última Colombia por delante.",402,66,
njdG63jfff0,0.0,30.36,30.36,SPEAKER_02,"¿Qué pasa, pizarritas? Hoy nos mojamos con los pronósticos de la Champions League, aunque lo vamos a hacer solo de la fase de Ligilla, porque ya cuando esté la fase de Ligilla concluida y tengamos un poquito el bracket con la repesca y demás, ya nos mojaremos con todo el cuadro, pero es un poquito absurdo. Creo que lo que hicimos el año pasado de dar ya una final sin saber por qué lado del cuadro va a ir cada uno. Así que hoy nos mojamos con la fase Ligilla, top 8, top 24 y mejores futbolistas. Adrien Blanco, Alex De Llano, Nahuel Miranda, ¿estáis preparados?",565,106,4.0
njdG63jfff0,30.36,31.96,1.6000000000000014,SPEAKER_01,"Vamos a ello, ¿qué tal chicos?",30,6,1.0
njdG63jfff0,31.96,33.96,2.0,SPEAKER_00,Siempre ready. ¿Qué tal?,24,4,2.0
njdG63jfff0,33.96,41.48,7.519999999999996,SPEAKER_02,"Hoy creo que, o sea, creo que esto es bastante más fácil, este ejercicio es bastante más sencillo que el de la Liga. ¿Lo quiero decir? Sí.",138,27,3.0
njdG63jfff0,41.48,45.48,4.0,SPEAKER_00,"¿No? A ver, a ver, a ver.",25,7,2.0
njdG63jfff0,45.48,55.96,10.480000000000004,SPEAKER_02,"El año pasado, el año pasado de los 24, creo que acertamos todos 22, 23, creo que el Brest no lo acertamos, que nos dejamos al Girona fuera, el RLIC, creo.",155,31,1.0
njdG63jfff0,55.96,71.88,15.919999999999995,SPEAKER_03,"Bueno, pero si este formato venía a cambiar, ¿no? Estas fases de grupos que no... Pues ya empieza el relato. Los clásicos, vuelven los clásicos. Ha vuelto la campeona. Me he traído mi camiseta del Inter, tal.",208,37,6.0
njdG63jfff0,71.88,98.76,26.88000000000001,SPEAKER_02,"A ver, lo primero que os voy a preguntar, porque os voy a pedir luego el top 8 en orden, ¿vale? Y el top 24 sin orden, porque es un poco bajar. Pero os quiero preguntar, ¿qué español situáis primero? Entiendo que algunos se meterán en el top 8, pero ¿qué español Adrián Blanco quedará mejor clasificado en la fase de Ligilla? Solo fase de Ligilla. El Fútbol Club Barcelona. ¿Ales de Llano?",389,73,7.0
njdG63jfff0,98.76,100.52,1.759999999999991,SPEAKER_03,El Fútbol Club Barcelona.,25,4,1.0
njdG63jfff0,100.52,102.44,1.9200000000000017,SPEAKER_02,¿Nauel Miranda?,15,2,1.0
njdG63jfff0,102.44,109.72,7.280000000000001,SPEAKER_03,"Eh... Lleva al Barça yo también, pero no... Es que esto...",58,11,3.0
njdG63jfff0,109.76,113.52,3.759999999999991,SPEAKER_02,"A ver, yo también llevo al Barça porque ya dije en su momento...",64,13,1.0
njdG63jfff0,113.52,117.52,4.0,SPEAKER_03,Entre Barça y Real Madrid tiene el sorteo más sencillo del Barça.,65,12,1.0
njdG63jfff0,117.52,122.04,4.52000000000001,SPEAKER_02,"Eso es lo que pensamos nosotros. Hay mucha gente que no lo ve de esa manera, pero bueno.",88,18,2.0
njdG63jfff0,122.04,127.56,5.519999999999996,SPEAKER_03,"Bueno, bueno, podemos hablar de la hostia monumental que sorteó Adrián Blanco con este tema.",92,15,1.0
njdG63jfff0,127.56,128.56,1.0,SPEAKER_02,¡Ja!,4,1,1.0
njdG63jfff0,129.8,133.64,3.839999999999975,SPEAKER_03,"Estuvo bicheando, eh. ¡Ay, no me lo fue, tío!",45,9,2.0
njdG63jfff0,133.64,151.36,17.720000000000027,SPEAKER_02,"Estuvo con la Lupita, estuvo con la Lupita. ¡Ahí, Lupita! Los cuatro situamos al Barça en el Top 8. Eh... quiero un adelanto, Adri. ¿Hay algún otro...? Bueno, he dicho en el Top 8. El que queda mejor, ¿no? Entiendo que el Barça está en vuestro Top 8.",250,48,8.0
njdG63jfff0,151.36,152.04,0.6799999999999784,SPEAKER_01,Sí.,3,1,1.0
njdG63jfff0,152.04,156.12,4.0800000000000125,SPEAKER_02,"¿Cuántos españoles hay en tu Top 8, Adrián Blanco?",50,9,1.0
njdG63jfff0,156.12,157.64,1.5199999999999818,SPEAKER_01,Dos.,4,1,1.0
njdG63jfff0,157.64,178.64,21.0,SPEAKER_02,"¿Nau? Tres. ¿Alex? Tres. Yo llevo dos. Venga, vamos con el Top 8 en orden a Cañón. Si hay alguna cosita que me queréis ir explicando por el camino, tema de calendario que yo lo he estado mirando mucho, sensaciones, lo que sea, pues lo decís. Adri.",247,47,10.0
njdG63jfff0,178.64,198.88,20.24000000000001,SPEAKER_01,"Ya abajo arriba. Del octavo al primero, ¿no? Venga. Octavo, Benfica. Séptimo, Nápoles. Sexto, Chelsea. Quinto, Arsenal. Cuarto, Real Madrid. Tercero, Bayern. Segundo, Barça. Y primero, Liverpool.",195,27,11.0
njdG63jfff0,198.96,200.96,2.0,SPEAKER_02,"No has metido al Paris Saint-Germain, ¿verdad?",46,7,1.0
njdG63jfff0,200.96,205.84,4.8799999999999955,SPEAKER_01,No. Tiene el calendario más complicado. El Bayern sí. El Bayern está tercero.,77,13,3.0
njdG63jfff0,205.84,208.4,2.5600000000000023,SPEAKER_02,El calendario del Paris Saint-Germain es una salvajada.,55,8,1.0
njdG63jfff0,208.4,213.48,5.079999999999984,SPEAKER_00,"Sí. Es el tercero más complicado de todas las... Duro, duro.",60,11,3.0
njdG63jfff0,213.48,224.12,10.640000000000015,SPEAKER_03,Según Opta. Una mierda. Una mierda. Opta se ha hecho un perolón. El famoso Súper Ordenador. El PSG. Parece Súper el de Gran Hermano.,132,24,7.0
njdG63jfff0,224.12,250.12,26.0,SPEAKER_02,"O sea, el PSG, os digo, empieza contra Atalanta en casa. Va a... Bueno, a Barcelona, porque no sabemos dónde va a ir. A Lederkusen. PSG, Bayern. Esas son las cuatro primeras jornadas. Pero es que la quinta es PSG, Tottenham. La sexta es, en San Mames, Atleti Club PSG. La séptima es Sporting de Portugal PSG. Que es un poco el partido quizá más sencillo, pero fíjate. Y la octava es PSG, Newcastle. O sea, es...",411,77,12.0
njdG63jfff0,250.12,252.0,1.8799999999999955,SPEAKER_00,Dijente campeón.,16,2,1.0
njdG63jfff0,252.0,256.12,4.1200000000000045,SPEAKER_02,"Que sí, pero no es el tercer calendario más complicado ni de coñas.",67,13,1.0
njdG63jfff0,256.12,262.28,6.159999999999968,SPEAKER_00,Es imposible un calendario más difícil. Pone más complicado el del Bayern. Porque es Chelsea en casa.,101,17,3.0
njdG63jfff0,263.24,284.52,21.279999999999973,SPEAKER_00,"Tiene PSG y Arsenal fuera. Es que pesan mucho aquí todo lo de fuera. O sea, los rivales más complicados del PSG son en casa, ¿no? El Newcastle es en casa. El Tottenham es en casa. El Barça fuera. Y el Atleti Club fuera de casa. Sí, pero uno. Aquí es que le dan más complicación a visitar al Arsenal que... Ya, ya. Vale. O sea, entiendo cómo lo plantean.",353,70,12.0
njdG63jfff0,284.52,291.28,6.759999999999991,SPEAKER_02,"Vale, vale. Me gusta porque Adrián Blanco y yo no vamos a coincidir. Así que... Me he esforzado para ello. Me he esforzado.",123,23,5.0
njdG63jfff0,291.28,293.28,2.0,SPEAKER_00,"Mesismo, bien, bien. Persamente...",34,4,2.0
njdG63jfff0,293.28,298.88,5.600000000000023,SPEAKER_02,"Adrián ha hecho lo primero que iba a hacer y ha dicho... Claro, claro. He trabajado doble.",90,17,3.0
njdG63jfff0,298.88,300.6,1.7200000000000273,SPEAKER_01,He trabajado doble. Vale.,25,4,2.0
njdG63jfff0,300.6,302.6,2.0,SPEAKER_02,¿Tu top tres era cuál?,22,5,1.0
njdG63jfff0,302.6,307.64,5.039999999999964,SPEAKER_01,"Liverpool, Barça, Bayern. Vale. ¿Ales de Llano?",47,7,3.0
njdG63jfff0,309.2,310.56,1.3600000000000136,SPEAKER_00,"De abajo arriba, ¿eh?",21,4,1.0
njdG63jfff0,311.72,313.0,1.2799999999999727,SPEAKER_00,Atlético de Madrid.,19,3,1.0
njdG63jfff0,314.0,315.0,1.0,SPEAKER_00,Bayern.,7,1,1.0
njdG63jfff0,315.76,318.92,3.160000000000025,SPEAKER_00,Manchester City. Real Madrid.,29,4,2.0
njdG63jfff0,319.76,325.32,5.560000000000002,SPEAKER_00,Barça. PSG. Liverpool. Y Arsenal.,33,5,4.0
njdG63jfff0,326.72,331.84,5.119999999999948,SPEAKER_02,"Yo he pensado ahí en el Arsenal, ¿eh? Pero tiene todo el calendario complicado.",79,14,2.0
njdG63jfff0,331.84,346.68,14.840000000000032,SPEAKER_00,"El Arsenal el año pasado hizo la mejor fase o una de las mejores fases de grupos. Yo creo que el calendario tampoco es muy tal, ¿no? Es verdad que empieza en San Mamés. Luego tiene Marsella, ¿no? Atlético de Madrid en casa. Eslabia. Barça en casa... Bayern en casa, perdón.",273,51,8.0
njdG63jfff0,347.64,350.84,3.1999999999999886,SPEAKER_00,Y luego tiene Inter fuera y acaba contra el Kairat en casa.,59,12,1.0
njdG63jfff0,352.04,356.12,4.079999999999984,SPEAKER_00,"No me parece tampoco... Yo diría nivel intermedio quizás, ¿no?",62,10,2.0
njdG63jfff0,357.0,367.44,10.439999999999998,SPEAKER_00,"Opta lo pone como el segundo más fácil. Ah, interesante. El segundo más fácil. El segundo más fácil. El más fácil de hecho se lo pone al... Al... Al Copenhague.",160,30,7.0
njdG63jfff0,368.36,370.36,2.0,SPEAKER_00,"Porque tiene el Karabach, tiene el Kairat...",44,7,1.0
njdG63jfff0,371.6,376.12,4.519999999999982,SPEAKER_00,"Y bueno, tiene Valle de Verkúsen en casa... O sea, bueno, tiene como varios así un poco.",88,17,2.0
njdG63jfff0,376.2,379.2,3.0,SPEAKER_02,Nahuel Miranda de Armas.,24,4,1.0
njdG63jfff0,380.8,381.8,1.0,SPEAKER_02,Eh...,5,1,1.0
njdG63jfff0,384.36,386.6,2.240000000000009,SPEAKER_00,"Buena, buena. Buena tralla.",27,4,2.0
njdG63jfff0,386.6,388.92,2.319999999999993,SPEAKER_03,"Es que estoy dudando aquí última hora, ¿eh?",43,8,1.0
njdG63jfff0,388.92,391.2,2.2799999999999727,SPEAKER_00,¿Quieres que lo diga yo primero?,32,6,1.0
njdG63jfff0,392.92,396.0,3.079999999999984,SPEAKER_03,"Eh... No, no he metido a quien tú crees.",40,9,2.0
njdG63jfff0,396.0,400.08,4.079999999999984,SPEAKER_02,"No, no, no, no, no. No, no, no. Digo que si quieres que diga lo mío primero para darte tiempo.",94,20,3.0
njdG63jfff0,400.08,402.08,2.0,SPEAKER_03,"Sí, sí, sí, sí. Me gusta, me gusta, me gusta. Es que...",55,12,2.0
njdG63jfff0,402.08,404.68,2.6000000000000227,SPEAKER_02,"No. He sufrido un cambio... Teniendo expectaciones, ¿eh?",56,8,3.0
njdG63jfff0,404.76,406.76,2.0,SPEAKER_03,He sufrido un cambio terrible.,30,5,1.0
njdG63jfff0,406.76,408.76,2.0,SPEAKER_02,"Vale, vale. Mi top 8.",21,5,2.0
njdG63jfff0,409.76,410.76,1.0,SPEAKER_02,Arsene al octavo.,17,3,1.0
njdG63jfff0,411.76,414.76,3.0,SPEAKER_02,"Tottenham séptimo, que creo que no lo habéis nombrado ninguno.",62,10,1.0
njdG63jfff0,415.76,428.76,13.0,SPEAKER_02,"No. He visto el calendario y eh, ¿palante? O sea, la verdad es que esto es mi girona, ¿vale? De la conference. Sí, la verdad que sí. Lo acepto, lo admito y vamos para adelante. Thomas Frank, para adelante. Paris Saint-Germain. Paris Saint-Germain. Real Madrid.",260,45,10.0
njdG63jfff0,429.76,433.76,4.0,SPEAKER_02,Cuarto. Es el Napoli. Que creo que tiene un calendario...,57,10,3.0
njdG63jfff0,434.76,435.76,1.0,SPEAKER_02,De los que yo entiendo...,25,5,1.0
njdG63jfff0,435.76,437.76,2.0,SPEAKER_00,Tiene City la primera jornada afuera.,37,6,1.0
njdG63jfff0,437.76,438.76,1.0,SPEAKER_02,"Por eso, un calendario fácil.",29,5,1.0
njdG63jfff0,439.76,440.76,1.0,SPEAKER_00,Chelsea en casa.,16,3,1.0
njdG63jfff0,440.76,441.76,1.0,SPEAKER_02,"Sí, Chelsea en casa.",20,4,1.0
njdG63jfff0,442.76,447.76,5.0,SPEAKER_02,"Bayern Munich tercero, segundo Barça, primero Liverpool. Te preguntaba tu top 3, Adri, porque...",96,14,2.0
njdG63jfff0,448.76,467.84,19.079999999999984,SPEAKER_02,"Hemos cambiado, pero no lo es suficiente. No lo es suficiente. Vale, vale. Bueno, bueno, bueno. A ver... Has metido al City, tú tampoco. No he metido al City. Tú tampoco. No he metido al Atlético de Madrid. No he metido al Arsenal. Así no, al Arsenal, sí. Perdona, al Ayube. No he metido al Benfica. Yo tampoco. Y no he metido al Inter de Milán, que creo que vosotros tampoco.",376,71,15.0
njdG63jfff0,467.84,476.84,9.0,SPEAKER_00,"Tampoco. Es que no confío en nada. De hecho, lo he metido en el 24, pero un poco... Porque... Por descarte. Porque tiene que entrar otro, ¿sabes? Pero no me fío nada.",166,32,7.0
njdG63jfff0,477.84,478.84,1.0,SPEAKER_00,Nau.,4,1,1.0
njdG63jfff0,479.84,481.84,2.0,SPEAKER_03,Eh... ¿Entre qué dudabas?,25,4,2.0
njdG63jfff0,482.84,485.84,3.0,SPEAKER_03,"No, no, no. Había metido al Sporting y lo he dejado afuera.",59,12,2.0
njdG63jfff0,486.84,488.84,2.0,SPEAKER_03,No. Octavo es el Arsenal.,25,5,2.0
njdG63jfff0,489.84,495.92,6.080000000000041,SPEAKER_03,"Es importante que recordes que el octavo es el Arsenal, ¿vale? Porque luego me sirve para explicar otro programa.",113,19,2.0
njdG63jfff0,497.92,503.92,6.0,SPEAKER_03,"Nápoles, Villarreal, Paris, Saint-Germain, Liverpool, tercero en Real Madrid, segundo Chelsea, primero Barça.",109,13,2.0
njdG63jfff0,503.92,506.92,3.0,SPEAKER_01,"¡Ostras! ¡El Villarreal! Y el Chelsea ahí, ¿eh?",47,8,3.0
njdG63jfff0,507.92,509.92,2.0,SPEAKER_03,El Villarreal tiene una explicación.,36,5,1.0
njdG63jfff0,510.92,516.92,5.999999999999943,SPEAKER_03,Creo que empieza contra los rivales más complicados. Sí. Vale más o menos. Vale más o menos.,92,17,4.0
njdG63jfff0,516.92,518.92,2.0,SPEAKER_02,Creo que está... ¿Crees que eso es mejor?,41,8,2.0
njdG63jfff0,519.92,538.0,18.08000000000004,SPEAKER_03,"¿Cómo? ¿Crees que eso es mejor? No lo sé, yo también me lo he planteado. En un buen momento creo que le pilla bien esto al Villarreal. Tiene... Bueno, visita Londres, para el Jorde de la Tottenham, recibe a Juve y a Manchester City, luego tiene Pafos y Dortmund fuera, Copenhague y Ajax en casa, Leverkusen a domicilio. Es decir, que Leverkusen...",347,62,9.0
njdG63jfff0,538.0,539.0,1.0,SPEAKER_01,Ya en enero.,12,3,1.0
njdG63jfff0,540.0,544.0,4.0,SPEAKER_03,"Sí, pero vamos, me deja satisfecho meter al Villarreal en el top 8.",67,13,1.0
njdG63jfff0,545.0,549.0,4.0,SPEAKER_02,"¿Y quién te deja...? O sea, ¿no has metido al Atlético de Madrid, claro?",72,14,2.0
njdG63jfff0,549.0,556.08,7.080000000000041,SPEAKER_03,"No he metido al Bayern, no he metido al Dortmund, no he metido al Atlético de Madrid, no he metido al Inter, no he metido a la Juve, no he metido al Manchester City,",165,34,3.0
njdG63jfff0,556.08,561.08,5.0,SPEAKER_00,"no he metido al Tottenham... Vale, vale, vale. Digno de Fútbol Manager, eh.",75,13,3.0
njdG63jfff0,561.08,563.08,2.0,SPEAKER_03,"Sí, al París de Jermel lo llevo quinto.",39,8,1.0
njdG63jfff0,563.08,570.08,7.0,SPEAKER_02,"Al City, solamente... Realmente, el orden... Sí, sí, sí. ¿Al City quién lo ha metido? ¿Sólo ha habido uno que lo ha metido?",123,23,5.0
njdG63jfff0,570.08,572.08,2.0,SPEAKER_00,Yo lo he metido sexto.,22,5,1.0
njdG63jfff0,572.08,578.08,6.0,SPEAKER_01,"Vale. Y yo he sido el único que ha metido al Tottenham, ¿verdad? Sí. Vale. No...",80,16,5.0
njdG63jfff0,578.08,589.16,11.079999999999927,SPEAKER_02,"A ver, insisto, asumo. Asumo... Asumo el triple. Vale. Top 24. Sin orden, ¿vale? Yo he ordenado alfabéticamente según la clasificación que iba viendo, la verdad, por no perderme...",180,29,8.0
njdG63jfff0,589.16,596.16,7.0,SPEAKER_00,"Yo lo he hecho con orden, pero tampoco es un orden, ¿sabes? O sea, es un orden que he hecho. Bueno, me cuadra. Vale.",116,24,4.0
njdG63jfff0,596.16,604.16,8.0,SPEAKER_02,"Eh... ¿Queréis que...? Dale. Voy diciendo mi lista y vais diciendo si lo tenéis o no, así queda más interesante y no nos perdemos.",130,24,5.0
njdG63jfff0,604.16,611.24,7.080000000000041,SPEAKER_01,"A ver, venga, me voy apuntando, va. Vale. Atalanta. Atalanta... No. No.",71,12,6.0
njdG63jfff0,611.24,612.24,1.0,SPEAKER_??,Espera.,7,1,1.0
njdG63jfff0,612.24,614.24,2.0,SPEAKER_01,No habéis metido ninguno a Atalanta.,36,6,1.0
njdG63jfff0,614.24,618.24,4.0,SPEAKER_02,"No. Vale, vale, vale. No confiamos en el juego, Asperini.",57,10,3.0
njdG63jfff0,618.24,620.24,2.0,SPEAKER_01,Atletic Club.,13,2,1.0
njdG63jfff0,620.24,626.24,6.0,SPEAKER_02,Sí. Sí. Sí. Vale. Atlético de Madrid. Sí.,41,8,6.0
njdG63jfff0,626.24,628.24,2.0,SPEAKER_01,Yo es que lo tengo en la primera. Sí.,37,9,2.0
njdG63jfff0,628.24,630.24,2.0,SPEAKER_02,Benfica. Sí.,12,2,2.0
njdG63jfff0,630.24,633.24,3.0,SPEAKER_01,"Lo tengo en el 8, yo. Borussia Dortmund. Sí.",44,9,3.0
njdG63jfff0,633.24,634.24,1.0,SPEAKER_02,No.,3,1,1.0
njdG63jfff0,634.24,638.32,4.080000000000041,SPEAKER_01,¡Opá! ¡Opá! Se quedó. ¡Opá!,27,5,4.0
njdG63jfff0,638.32,642.32,4.0,SPEAKER_02,"Se cae, se cae el Dortmund. A ver, viene siendo muy crítico, Nao, con el Dortmund.",82,16,2.0
njdG63jfff0,642.32,645.32,3.0,SPEAKER_00,"La de Fabio Silva ha sido top, la que han liado.",48,11,1.0
njdG63jfff0,645.32,646.32,1.0,SPEAKER_02,Brujas.,7,1,1.0
njdG63jfff0,646.32,648.32,2.0,SPEAKER_01,No. Brujas...,13,2,2.0
njdG63jfff0,648.32,649.32,1.0,SPEAKER_02,No.,3,1,1.0
njdG63jfff0,649.32,650.32,1.0,SPEAKER_??,"¿Tú, Nao?",9,2,1.0
njdG63jfff0,650.32,665.32,15.0,SPEAKER_02,"Yo sí. A mí, el calendario que he visto luego, el Brujas siempre está ahí, así que... Amantimaciolis y tal. Chelsea. Eso es verdad. Chelsea sí. Lo tengo en el 8, 8-8. Para mí no ven, de hecho. Vale. Galatasaray. Sí. No.",219,42,12.0
njdG63jfff0,665.32,672.4,7.079999999999927,SPEAKER_01,"Sí. Sí, sí. ¿Quién ha dicho no? Yo. Adri. Enmigo de la diversión. Enmigo de la diversión.",89,17,7.0
njdG63jfff0,672.4,675.4,3.0,SPEAKER_02,Enmigo de la diversión. Inter de Milán. Sí.,43,8,3.0
njdG63jfff0,675.4,678.4,3.0,SPEAKER_00,"Lo he metido, pero a disgusto un poco, ¿eh?",43,9,1.0
njdG63jfff0,678.4,679.4,1.0,SPEAKER_02,Juventus.,9,1,1.0
njdG63jfff0,679.4,680.4,1.0,SPEAKER_00,Sí.,3,1,1.0
njdG63jfff0,680.4,682.4,2.0,SPEAKER_02,Sí. City.,9,2,2.0
njdG63jfff0,682.4,684.4,2.0,SPEAKER_01,"Sí. No, lo tengo en el primero.",31,7,2.0
njdG63jfff0,684.4,686.4,2.0,SPEAKER_02,Marsella. Sí.,13,2,2.0
njdG63jfff0,686.4,687.4,1.0,SPEAKER_01,Sí.,3,1,1.0
njdG63jfff0,687.4,688.4,1.0,SPEAKER_02,No.,3,1,1.0
njdG63jfff0,688.4,690.4,2.0,SPEAKER_03,"Joder, Nao, ¿eh? Mónaco.",24,4,2.0
njdG63jfff0,690.4,693.4,3.0,SPEAKER_00,"Mónaco, vaya guadaña. Mónaco sí, el último. Para mí.",52,9,3.0
njdG63jfff0,693.4,695.48,2.080000000000041,SPEAKER_03,"No, yo tampoco llevo Mónaco. Antifrancés, bien, bien.",53,8,2.0
njdG63jfff0,695.48,698.48,3.0,SPEAKER_00,¿Te vas a marcar un Paphos?,27,6,1.0
njdG63jfff0,698.48,701.48,3.0,SPEAKER_02,"No, bueno, el más raro que llevo es el Vodo.",44,10,1.0
njdG63jfff0,701.48,703.48,2.0,SPEAKER_03,"Vale, vale, vale. Ahora me dices.",33,6,2.0
njdG63jfff0,703.48,715.48,12.0,SPEAKER_02,"Mola, mola. Newcastle. Sí. Sí. Olimpiakos. Sí. Sí. No. Y Villarreal, que bueno, Nao no. Sí, yo Villarreal. Sí.",110,19,11.0
njdG63jfff0,715.48,717.48,2.0,SPEAKER_01,"O sea, una conclusión que empiezo sacando.",42,7,1.0
njdG63jfff0,717.48,735.56,18.079999999999927,SPEAKER_02,"Todos damos a los cinco españoles en el Top 24. Sí. Sí. Vale, vale, vale, vale. Esta es mi lista con vuestros sí y vuestros no. Adri, ¿qué nombres que yo no he metido has metido tú? Paris Saint-Germain, entrar en todo de mi Top 24.",231,46,7.0
njdG63jfff0,735.56,740.56,5.0,SPEAKER_01,"Bayer Leverkusen, Eintracht de Frankfurt, PSV y Tottenham.",58,8,1.0
njdG63jfff0,742.56,745.56,3.0,SPEAKER_01,"Vale, claro, yo es que no he confiado nada en los alemanes.",59,12,1.0
njdG63jfff0,745.56,750.56,5.0,SPEAKER_02,El Eintracht tiene un calendario súper complicado. Yo la he entrado en el Top 24.,81,15,2.0
njdG63jfff0,750.64,759.64,9.0,SPEAKER_00,"Es imposible que gare la Champions que me entra. Álex, ¿qué diferentes tienes tú? Mira, yo he metido el Napoli en el Top 24,",124,24,3.0
njdG63jfff0,759.64,762.64,3.0,SPEAKER_03,que creo que vosotros lo habéis puesto en el Top 8.,51,11,1.0
njdG63jfff0,762.64,768.64,6.0,SPEAKER_00,"No me satisface mucho, ¿eh? El Napoli es el apaño que he hecho última hora en el Top 8, pero no me convence.",108,23,3.0
njdG63jfff0,768.64,772.64,4.0,SPEAKER_03,"Yo comenté la primera jornada, la he ganado la segunda y tal.",61,12,1.0
njdG63jfff0,772.64,777.64,5.0,SPEAKER_00,"Bueno, a ver, conté precisamente en Champions, no he metido nada en el Top 24.",78,15,2.0
njdG63jfff0,777.72,782.72,5.0,SPEAKER_02,"Tottenham, Sporting de Portugal, Ajax y PSV.",44,7,1.0
njdG63jfff0,784.72,790.72,6.0,SPEAKER_00,"Ajax, uf, yo en el Ajax no he confiado nada. Yo tampoco, me lo he cargado todo. Ya lo sé, pero...",97,21,3.0
njdG63jfff0,790.72,793.72,3.0,SPEAKER_02,"Realmente acabamos antes hablando de lo que nos hemos cargado,",62,10,1.0
njdG63jfff0,793.72,831.8,38.07999999999993,SPEAKER_03,"que yo, a nivel de nombres gordos, yo me he cargado Aldo Ormund, Alemán Leverkusen, Ajax, Pérez de Madrid, y también, por supuesto, el Eintracht. Aldo Ormund, Alemán Leverkusen, Ajax, Olympique de Marsella, Guayatabanda y Mónaco. Me los he cargado. Guadañazo. ¿Qué tiene? Repasa tus 24, porque, joder, es que no me salen las cuentas. Eintracht, Bodo, Benfica, Bayern, Athletic Club, Atlético de Madrid, Brujas, Inter, Juve, Sporting de Portugal, Manchester City, Olimpiakos, PSV, Tottenham, Galatasaray, Newcastle.",514,77,13.0
njdG63jfff0,831.88,837.88,6.0,SPEAKER_02,"Sí, o sea, se cola el Bodo. Yo veo sentido. No puedo cuadrar.",61,13,2.0
njdG63jfff0,838.88,841.88,3.0,SPEAKER_01,Bueno. Está bien.,17,3,1.0
njdG63jfff0,841.88,847.88,6.0,SPEAKER_02,"Yo soy el único que ha metido al Bodo, ¿no? Sí, sí. Yo he sido el único que ha metido a la Atalanta.",100,23,2.0
njdG63jfff0,847.88,853.88,6.0,SPEAKER_01,"Yo creo que soy el único que ha metido a Benfica en el Top 8. El año pasado me venía el triple del Esparta de Praga,",116,26,2.0
njdG63jfff0,853.88,856.88,3.0,SPEAKER_03,me salió bastante mal. Yo confío un poquito más en el Bodo.,59,12,1.0
